FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"958",Gavle,SWE-GVL,Gavleborgs,SW,Sweden,Provincial capital,,"0",,"25590","0",,60.6789989626,17.1829983794
"959",Turku,FIN-TJP,Turku Ja Pori,FI,Finland,Provincial capital,,"5","100,000 to 249,999","27820","0",UN_Data_2010_2020,60.4490039813,22.2589982982
"960",Mariehamn,FIN-AHR,Ahvenanmaa,FI,Finland,Provincial capital,,"0",,"27920","0",,60.0969960779,19.9490042892
"961",Uppsala,SWE-UPP,Uppsala,SW,Sweden,Provincial capital,,"0",,"0","1",,59.8539960668,17.6470023136
"962",Nykoping,SWE-SDR,Sodermanlands,SW,Sweden,Provincial capital,,"0",,"25290","0",,58.7639970720,17.0150043332
"963",Visby,SWE-GTL,Gotlands,SW,Sweden,Provincial capital,,"0",,"24950","0",,57.6350010255,18.2999973570
"964",Stockholm,SWE-STC,Stockholms,SW,Sweden,National and provincial capital,,"2","1,000,000 to 4,999,999","25380","0",UN_Habitat_2020,59.3311679873,17.9914504270
"965",Hradec Kralove,CZE-VYC,Vychodocesky,EZ,Czech Republic,Provincial capital,,"6","50,000 to 99,999","0","0",UN_Data_2010_2020,50.2059960744,15.8120013467
"966",Prague,CZE-STR,Stredocesky,EZ,Czech Republic,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,50.1059969470,14.4569973167
"967",Brno,CZE-JHM,Jihomoravsky,EZ,Czech Republic,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,49.2029999479,16.6159984087
"968",Ceske Budejovice,CZE-JHC,Jihocesky,EZ,Czech Republic,Provincial capital,,"0",,"0","0",,48.9740039914,14.4780033159
"969",Linz,AUT-OBR,Oberosterreich,AU,Austria,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,48.2979959629,14.2939983948
"970",Eisenstadt,AUT-BRG,Burgenland,AU,Austria,Provincial capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,47.8332989832,16.5332972882
"971",Vienna,AUT-WIE,Wien,AU,Austria,National capital and provincial capital enclave,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,48.2021190334,16.3209784439
"972",Plzen,CZE-ZPD,Zapadocesky,EZ,Czech Republic,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,49.7459970103,13.3839992856
"973",Munich,DEU-BYR,Bayern,GM,Germany,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,48.1409729869,11.5429503874
"974",Salzburg,AUT-SLZ,Salzburg,AU,Austria,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,47.8080000069,13.0519983566
"975",Innsbruck,AUT-TIR,Tirol,AU,Austria,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,47.2650029445,11.3499994196
"976",Trieste,ITA-FVG,Friuli-Venezia Giulia,IT,Italy,Provincial capital,,"5","100,000 to 249,999","40820","0",UN_Data_2010_2020,45.6450029809,13.7770022904
"977",Venice,ITA-VEN,Veneto,IT,Italy,Other,,"4","250,000 to 499,999","40760","0",UN_Data_2010_2020,45.4247730249,12.3707163638
"978",Rijeka,HRV,Croatia,HR,Croatia,Other,,"5","100,000 to 249,999","41010","0",UN_Data_2010_2020,45.3332969678,14.4333003877
"979",Szombathely,HUN-VAS,Vas,HU,Hungary,Provincial capital,,"0",,"0","0",,47.2359959758,16.6220013284
"980",Graz,AUT-STR,Steiermark,AU,Austria,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,47.0649959190,15.4310043468
"981",Zalaegerszeg,HUN-ZAL,Zala,HU,Hungary,Provincial capital,,"0",,"0","0",,46.8440009320,16.8399994064
"982",Klagenfurt,AUT-KRN,Karnten,AU,Austria,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,46.6180020501,14.3039974139
"983",Ljubljana,SVN,Slovenia,SI,Slovenia,National capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,46.0682999208,14.6396073761
"984",Zagreb,HRV,Croatia,HR,Croatia,National capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,45.8070030435,15.9640023901
"985",Berlin,DEU-BER,Berlin,GM,Germany,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,52.5162689234,13.3275693579
"986",Potsdam,DEU-BRN,Brandenburg,GM,Germany,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,52.3950029945,12.9200042875
"987",Magdeburg,DEU-SCA,Sachsen-Anhalt,GM,Germany,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,52.1299979593,11.6090013696
"988",Leipzig,DEU-SCH,Sachsen,GM,Germany,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,51.3493289632,12.3980764391
"989",Dresden,DEU-SCH,Sachsen,GM,Germany,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,51.0460020497,13.7050023361
"990",Schwerin,DEU-MKV,Mecklenburg-Vorpommern,GM,Germany,Provincial capital,,"0",,"0","0",,53.6333039765,11.4166984358
"991",Hillerod,DNK-FRD,Frederiksborg,DA,Denmark,Provincial capital,,"0",,"0","0",,55.9332989663,12.3166983604
"992",Roskilde,DNK-RSK,Roskilde,DA,Denmark,Provincial capital,,"0",,"29430","1",,55.6499970649,12.1167004365
"993",Malmo,SWE-MLM,Malmohus,SW,Sweden,Provincial capital,,"0",,"24210","0",,55.5959969337,13.0230003240
"994",Soro,DNK-VST,Vestsjalland,DA,Denmark,Provincial capital,,"0",,"0","0",,55.4329980118,11.5667014296
"995",Nykobing,DNK-STR,Storstrom,DA,Denmark,Provincial capital,,"0",,"29630","0",,54.7730010238,11.8719994189
"996",Copenhagen,DNK-SKB,Staden Kobenhavn,DA,Denmark,National capital and provincial capital enclave,,"3","500,000 to 999,999","29230","0",UN_Data_2010_2020,55.7199989694,12.5499963955
"997",Ronne,DNK-BRN,Bornholm,DA,Denmark,Provincial capital,,"0",,"29110","0",,55.1167019785,14.7167014138
"998",Karlskrona,SWE-BLK,Blekinge,SW,Sweden,Provincial capital,,"0",,"24460","0",,56.2030020825,15.2960044326
"999",Kristianstad,SWE-KRS,Kristianstads,SW,Sweden,Provincial capital,,"0",,"0","0",,56.0289960150,14.1660004251
"1000",Koszalin,POL-KSZ,Koszalin,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,54.1860030148,16.1849973771
"1001",Szczecin,POL-SZC,Szczecin,PL,Poland,Provincial capital,,"4","250,000 to 499,999","28823","1",UN_Data_2010_2020,53.4380039682,14.5310044222
"1002",Pila,POL-PIL,Pila,PL,Poland,Provincial capital,,"0",,"0","1",,53.1449999253,16.7450043393
"1003",Dudinka,RUS-TAY,Taymyrskiy(Dolgano-Nenetskiy) avt.okrug,RS,Russia,Provincial capital,,"0",,"0","0",,69.4500030793,86.2170034053
"1004",Tomsk,RUS-TOM,Tomskaya oblast',RS,Russia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,56.4779970352,84.9709983315
"1005",Khanty-Mansiysk,RUS-KHM,Khanty-Mansiyskiy avtonomnyy okrug,RS,Russia,Provincial capital,,"0",,"0","0",,61.0170029769,69.0000034233
"1006",Igarka,RUS-KRA,Krasnoyarskiy kray,RS,Russia,Other,,"0",,"62730","0",,67.4938530150,86.5992873716
"1007",Petropavlovsk,KAZ-NKZ,North Kazakhstan,KZ,Kazakhstan,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,54.8832960480,69.2166963316
"1008",Omsk,RUS-OMS,Omskaya oblast',RS,Russia,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,55.0629990559,73.2500014215
"1009",Kokshetau,KAZ-KKC,Kokchetav,KZ,Kazakhstan,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,53.2739969198,69.4029963457
"1010",Pavlodar,KAZ-PVL,Pavlodar,KZ,Kazakhstan,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,52.2819990027,76.9629963409
"1011",Astana,KAZ-TSL,Tselinograd,KZ,Kazakhstan,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,51.1890029333,71.4320014183
"1012",Karaganda,KAZ-KRG,Karaganda,KZ,Kazakhstan,Other,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,49.8792060603,73.2026343719
"1013",Zhezkazgan,KAZ-DZK,Dzhezkazgan,KZ,Kazakhstan,Provincial capital,,"0",,"0","0",,47.7810000240,67.7099974030
"1014",Taldykorgan,KAZ-TKG,Taldy Kurgan,KZ,Kazakhstan,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,45.0129960645,78.3780034218
"1015",Ust'-Kamenogorsk,KAZ-VKZ,East Kazakhstan,KZ,Kazakhstan,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,50.0000040014,82.6000024123
"1016",Charleston,USA-WVR,West Virginia,US,United States,Provincial capital,,"7","Less than 50,000","8500","0",US_Census_2019,38.3550029796,-81.6540026763
"1017",Kemerovo,RUS-KEM,Kemerovskaya oblast',RS,Russia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,55.3850009658,86.0540043179
"1018",Novosibirsk,RUS-NOV,Novosibirskaya oblast',RS,Russia,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,55.0320029737,82.9430013853
"1019",Zielona Gora,POL-ZGO,Zielona Gora,PL,Poland,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,51.9419969388,15.4919973210
"1020",Charlotte,USA-NCR,North Carolina,US,United States,Other,,"3","500,000 to 999,999","0","0",US_Census_2019,35.2058219740,-80.8356777081
"1021",Novokuznetsk,RUS-KEM,Kemerovskaya oblast',RS,Russia,Other,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,53.7000029927,87.1700044362
"1022",Leszno,POL-LSZ,Leszno,PL,Poland,Provincial capital,,"0",,"0","1",,51.8439960265,16.5660033130
"1023",Columbia,USA-SCR,South Carolina,US,United States,Provincial capital,,"5","100,000 to 249,999","8370","0",US_Census_2019,34.0139970776,-80.9970025973
"1024",Barnaul,RUS-ALT,Altayskiy kray,RS,Russia,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,53.3500020750,83.7500042925
"1025",Legnica,POL-LGN,Legnica,PL,Poland,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,51.2070029219,16.1579973942
"1026",Atlanta,USA-GEO,Georgia,US,United States,Provincial capital,,"4","250,000 to 499,999","0","0",US_Census_2019,33.7959989997,-84.3489985551
"1027",Gorno-Altaysk,RUS-GAL,Respublika Altay,RS,Russia,Provincial capital,,"0",,"0","0",,51.9540029437,85.9670012841
"1028",Semipalatinsk,KAZ-SMP,Semipalatinsk,KZ,Kazakhstan,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,50.4170009784,80.2359993360
"1029",Olgiy,MNG-BOL,Bayan-Olgiy,MG,Mongolia,Provincial capital,,"0",,"0","0",,48.9619979865,89.9669973267
"1030",Srinagar,IND-JAK,Jammu & Kashmir,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,34.0810020731,74.8040043505
"1031",Amritsar,IND-PNJ,Punjab,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,31.6308869271,74.8715584208
"1032",Lahore,PAK-PNJ,Punjab,PK,Pakistan,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,31.5450000806,74.3409994412
"1033",Simla,IND-HPR,Himachal Pradesh,IN,India,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,31.1040000299,77.1660004410
"1034",Chandigarh,IND-CHN,Chandigarh,IN,India,Provincial capital enclave,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,30.7379970079,76.7840044163
"1035",Delhi,IND-DEL,Delhi,IN,India,Provincial capital,,"1","5,000,000 and greater","0","1",UN_Data_2010_2020,28.6666650214,77.2166614429
"1036",Jaipur,IND-RJS,Rajasthan,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,26.9049959867,75.8009973919
"1037",Bhopal,IND-MPR,Madhya Pradesh,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,23.2299989287,77.4119973611
"1038",New Delhi,IND-DEL,Delhi,IN,India,National capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,28.5687269930,77.2167513005
"1039",Zareh Sharan,AFG-PKT,Paktika,AF,Afghanistan,Provincial capital,,"0",,"0","0",,32.8500000788,68.4167043051
"1040",Islamabad,PAK-PNJ,Punjab,PK,Pakistan,National capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,33.7181579687,73.0605423245
"1041",Rawalpindi,PAK-PNJ,Punjab,PK,Pakistan,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,33.6058020110,73.0437483808
"1042",Gardez,AFG-PAK,Paktia,AF,Afghanistan,Provincial capital,,"0",,"0","0",,33.5979989600,69.2240044210
"1043",Ghazni,AFG-GHZ,Ghazni,AF,Afghanistan,Provincial capital,,"0",,"0","1",,33.5519999637,68.4199984228
"1044",Faisalabad,PAK-PNJ,Punjab,PK,Pakistan,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,31.4089559645,73.0834563503
"1045",Hyderabad,PAK-SIN,Sind,PK,Pakistan,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,25.3801800726,68.3664753811
"1046",Gandhinagar,IND-GJR,Gujarat,IN,India,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,23.2000020367,72.6666663934
"1047",Ahmadabad,IND-GJR,Gujarat,IN,India,Other,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,23.0397930038,72.5668653499
"1048",Almaty,KAZ-ALA,Alma-Ata,KZ,Kazakhstan,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,43.2550619960,76.9126234461
"1049",Bishkek,KGZ-BSK,Bishkek,KG,Kyrgyzstan,National and provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,42.8799959305,74.7700024231
"1050",Karakol,KGZ-ISK,Issyk-Kul',KG,Kyrgyzstan,Provincial capital,,"0",,"0","0",,42.4800000827,78.3900003252
"1051",Naryn,KGZ-NRN,Naryn,KG,Kyrgyzstan,Provincial capital,,"0",,"0","1",,41.4250020401,75.9979984067
"1052",Namangan,UZB-NMG,Namangan,UZ,Uzbekistan,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,40.9989959673,71.6799963882
"1053",Andizhan,UZB-AND,Andizhan,UZ,Uzbekistan,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,40.7940029192,72.3449974366
"1054",Osh,KGZ-OSH,Osh,KG,Kyrgyzstan,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,40.5240029252,72.7990023516
"1055",Fergana,UZB-FRG,Fergana,UZ,Uzbekistan,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,40.3859970003,71.7859984353
"1056",Kashi,CHN-XNJ,Xinjiang,CH,China,Other,,"0",,"0","0",,39.4800029267,75.9999962909
"1057",Jalabad,AFG-NNG,Nangarhar,AF,Afghanistan,Provincial capital,,"0",,"0","0",,34.4332979181,70.4666973393
"1058",Dushanbe,TJK-DSH,Dushanbe,TI,Tajikistan,National and provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,38.6299979323,68.9000042959
"1059",Kulob,TJK-KLB,Kulyab,TI,Tajikistan,Provincial capital,,"0",,"0","0",,37.9119959430,69.7809964364
"1060",Qurghonteppa,TJK-KTB,Kurgan Tyube,TI,Tajikistan,Provincial capital,,"0",,"0","0",,37.8333359334,68.7999963978
"1061",Feyzabad,AFG-BDK,Badakhshan,AF,Afghanistan,Provincial capital,,"0",,"0","0",,37.1210040763,70.5789993494
"1062",Taloqan,AFG-TKH,Takhar,AF,Afghanistan,Provincial capital,,"0",,"0","0",,36.7299989557,69.5400034112
"1063",Konduz,AFG-KNZ,Konduz,AF,Afghanistan,Provincial capital,,"0",,"0","1",,36.7270020466,68.8599992833
"1064",Asadabad,AFG-KNR,Konarha,AF,Afghanistan,Provincial capital,,"0",,"0","0",,34.8659999562,71.1500043556
"1065",Peshawar,PAK-NWF,North-west Frontier,PK,Pakistan,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,34.0039980585,71.5449963085
"1066",Aybak,AFG-SMN,Samangan,AF,Afghanistan,Provincial capital,,"0",,"0","0",,36.2610000627,68.0400002824
"1067",Baghlan,AFG-BGH,Baghlan,AF,Afghanistan,Provincial capital,,"0",,"0","1",,36.1320030682,68.7030032811
"1068",Mahmud-E Eraqi,AFG-KAP,Kapisa,AF,Afghanistan,Provincial capital,,"0",,"0","0",,35.0166959955,69.3333004204
"1069",Charikar,AFG-PRV,Parvan,AF,Afghanistan,Provincial capital,,"0",,"0","0",,35.0139959641,69.1700042898
"1070",Bamian,AFG-BAM,Bamian,AF,Afghanistan,Provincial capital,,"0",,"0","1",,34.8200009600,67.8110043259
"1071",Mehtar Lam,AFG-LGH,Laghman,AF,Afghanistan,Provincial capital,,"0",,"0","0",,34.6499999280,70.1667002880
"1072",Kabul,AFG-KAB,Kabol,AF,Afghanistan,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,34.5309119295,69.1367582918
"1073",Mayda Shahr,AFG-VRD,Vardak,AF,Afghanistan,Provincial capital,,"0",,"0","0",,34.4500020041,68.7999963978
"1074",Baraki Barak,AFG-LWG,Lowgar,AF,Afghanistan,Provincial capital,,"0",,"0","0",,33.9667020133,68.9667033121
"1075",Leninobod,TJK-KDZ,Khudzhand,TI,Tajikistan,Provincial capital,,"0",,"0","0",,39.7500029206,69.0000034233
"1076",Talas,KGZ-TLS,Talas,KG,Kyrgyzstan,Provincial capital,,"0",,"0","1",,42.5150010350,72.2369973397
"1077",Shymkent,KAZ-CHM,Chimkent,KZ,Kazakhstan,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,42.3029969406,69.5729973776
"1078",Tashkent,UZB-TSK,Tashkent,UZ,Uzbekistan,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,41.2479360143,69.3498693063
"1079",Gulistan,UZB-SRD,Syrdar'ya,UZ,Uzbekistan,Provincial capital,,"0",,"0","0",,40.5167039375,68.7833014134
"1080",Dzhizak,UZB-DZH,Dzhizak,UZ,Uzbekistan,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,40.0989960427,67.8420004082
"1081",Dzhambul,KAZ-DZM,Dzhambul,KZ,Kazakhstan,Provincial capital,,"0",,"0","1",,42.8889959247,71.3709993426
"1082",Urumqi,CHN-XNJ,Xinjiang,CH,China,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,43.7830020312,87.5870014132
"1083",Nepalganj,NPL-BHE,Bheri,NP,Nepal,Provincial capital,,"0",,"0","0",,28.0639980267,81.6200013986
"1084",Bhairawa,NPL-LMB,Lumbini,NP,Nepal,Provincial capital,,"0",,"0","0",,27.5333040124,83.3832992889
"1085",Lucknow,IND-UPR,Uttar Pradesh,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,26.8489979713,80.9199993979
"1086",Kanpur,IND-UPR,Uttar Pradesh,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,26.4578310077,80.3178634402
"1087",Varanasi,IND-UPR,Uttar Pradesh,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,25.2820080502,82.9563393682
"1088",Jumla,NPL-KRN,Karnali,NP,Nepal,Provincial capital,,"0",,"0","0",,29.2500000496,82.2167013835
"1089",Dandeldhura,NPL-MHK,Mahakali,NP,Nepal,Provincial capital,,"0",,"0","0",,29.3000040813,80.6000043083
"1090",Dhangarhi,NPL-SET,Seti,NP,Nepal,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,28.6949969822,80.5930023637
"1091",Sallyan,NPL-RAP,Rapti,NP,Nepal,Provincial capital,,"0",,"0","0",,28.3499999595,82.1833023130
"1092",Baglung,NPL-DHW,Dhawalagiri,NP,Nepal,Provincial capital,,"0",,"0","0",,28.2666959820,83.5832973783
"1093",Pokhara,NPL-GND,Gandaki,NP,Nepal,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,28.2639959506,83.9719983044
"1094",Kathmandu,NPL-BGM,Bagmati,NP,Nepal,National and provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Habitat_2020,27.7120169317,85.3129534336
"1095",Bhimphedi,NPL-NRY,Narayani,NP,Nepal,Provincial capital,,"0",,"0","0",,27.5509980217,85.1300013195
"1096",Ramechhap,NPL-JNK,Janakpur,NP,Nepal,Provincial capital,,"0",,"0","0",,27.3259979992,86.0869982844
"1097",Rajbiraj,NPL-SGR,Sagarmatha,NP,Nepal,Provincial capital,,"0",,"0","0",,26.5332960243,86.7332973625
"1098",Patna,IND-BIH,Bihar,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,25.6140000432,85.1349964438
"1099",Rajshahi,BGD-RJS,Rajshahi,BG,Bangladesh,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,24.3579959503,88.6390023812
"1100",Khulna,BGD-KHL,Khulna,BG,Bangladesh,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,22.8429990091,89.5580013191
"1101",Kolkata,IND-WBN,West Bengal,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","49560","0",UN_Data_2010_2020,22.5440009826,88.3340014350
"1102",Punakha,BTN-PNK,Punakha,BT,Bhutan,Provincial capital,,"0",,"0","1",,27.6333029744,89.8333024166
"1103",Thimphu,BTN-THM,Thimphu,BT,Bhutan,National and provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,27.4429979249,89.6670004408
"1104",Wangdue Prodrang,BTN-WNP,Wangdi Phodrang,BT,Bhutan,Provincial capital,,"0",,"0","0",,27.4332959489,89.9166964172
"1105",Paro,BTN-PAR,Paro,BT,Bhutan,Provincial capital,,"0",,"0","1",,27.3833010187,89.5167004040
"1106",Gangtok,IND-SKK,Sikkim,IN,India,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,27.3290040099,88.6169973571
"1107",Ilam,NPL-MEC,Mechi,NP,Nepal,Provincial capital,,"0",,"0","0",,26.9080019974,87.9260042868
"1108",Biratnagar,NPL-KOS,Kosi,NP,Nepal,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,26.4500009829,87.2832963695
"1109",Nagpur,IND-MHR,Maharashtra,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,21.1557509546,79.0891113618
"1110",Bhubaneshwar,IND-ORS,Orissa,IN,India,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,20.2640040310,85.8349984445
"1111",Vishakhapatnam,IND-APR,Andhra Pradesh,IN,India,Other,,"2","1,000,000 to 4,999,999","49480","0",UN_Habitat_2020,17.7499979611,83.3300013049
"1112",Chennai,IND-TNA,Tamil Nadu,IN,India,Provincial capital,,"2","1,000,000 to 4,999,999","49450","0",UN_Data_2010_2020,13.0619969867,80.2479964049
"1113",Pondicherry,IND-PND,Pondicherry,IN,India,Provincial capital,,"5","100,000 to 249,999","49430","1",UN_Data_2010_2020,11.9330009402,79.8370023476
"1114",Kavaratti,IND-LKS,Lakshadweep,IN,India,Provincial capital,,"0",,"0","0",,10.5509520813,72.6331503260
"1115",Madurai,IND-TNA,Tamil Nadu,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,9.9139859505,78.1217283116
"1116",Trivandrum,IND-KER,Kerala,IN,India,Provincial capital,,"0",,"49170","0",,8.5040009677,76.9519982970
"1117",Cochin,IND-KER,Kerala,IN,India,Other,,"0",,"49130","0",,9.9701550760,76.2804184457
"1118",Daman,IND-DAD,Daman & Diu,IN,India,Provincial capital,,"0",,"0","0",,20.4163650014,72.8499963067
"1119",Silvassa,IND-DAN,Dadra and Nagar Haveli,IN,India,Provincial capital,,"0",,"0","0",,20.1915450251,73.0017903300
"1120",Mumbai,IND-MHR,Maharashtra,IN,India,Provincial capital,,"1","5,000,000 and greater","48840","0",UN_Data_2010_2020,19.0770029833,72.8260023345
"1121",Pune,IND-MHR,Maharashtra,IN,India,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,18.5357430029,73.8522724138
"1122",Hyderabad,IND-APR,Andhra Pradesh,IN,India,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Habitat_2020,17.3950019192,78.4850043283
"1123",Panaji,IND-GOA,Goa,IN,India,Provincial capital,,"0",,"0","0",,15.4919969320,73.8180004171
"1124",Bangalore,IND-KRN,Karnataka,IN,India,Other,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,12.9747510229,77.5877314090
"1125",Mangalore,IND-KRN,Karnataka,IN,India,Other,,"4","250,000 to 499,999","49030","0",UN_Data_2010_2020,12.8690010074,74.8430014022
"1126",Trincomalee,LKA-EST,Eastern,CE,Sri Lanka,Provincial capital,,"0",,"49290","0",,8.5689989774,81.2330013135
