id,name,city,country,faa,icao,alt,tz-offset,dst,tz,longitude,latitude
"972",Principe Airport,Principe,Sao Tome and Principe,PCP,FPPR,"591","0",N,Africa/Sao_Tome,7.41174,1.66294
"973",São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,"33","0",N,Africa/Sao_Tome,6.71215,0.378175
"974",Beira Airport,Beira,Mozambique,BEW,FQBR,"33","2",U,Africa/Maputo,34.9076,-19.7964
"976",Inhambane Airport,Inhambane,Mozambique,INH,FQIN,"30","2",U,Africa/Maputo,35.408501,-23.8764
"977",Lichinga Airport,Lichinga,Mozambique,VXC,FQLC,"4505","2",U,Africa/Maputo,35.2663,-13.274
"978",Lumbo Airport,Lumbo,Mozambique,LFB,FQLU,"33","2",U,Africa/Maputo,40.6717,-15.0331
"979",Maputo Airport,Maputo,Mozambique,MPM,FQMA,"145","2",U,Africa/Maputo,32.572601,-25.920799
"980",Mueda Airport,Mueda,Mozambique,MUD,FQMD,"2789","2",U,Africa/Maputo,39.563099,-11.6729
"981",Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB,FQMP,"89","2",U,Africa/Maputo,40.3549,-11.3618
"982",Marrupa Airport,Marrupa,Mozambique,\N,FQMR,"2480","2",U,Africa/Maputo,37.552101,-13.2251
"983",Nacala Airport,Nacala,Mozambique,MNC,FQNC,"410","2",U,Africa/Maputo,40.7122,-14.4882
"984",Nampula Airport,Nampula,Mozambique,APL,FQNP,"1444","2",U,Africa/Maputo,39.281799,-15.1056
"985",Pemba Airport,Pemba,Mozambique,POL,FQPB,"331","2",U,Africa/Maputo,40.524014,-12.991762
"986",Quelimane Airport,Quelimane,Mozambique,UEL,FQQL,"36","2",U,Africa/Maputo,36.869099,-17.855499
"987",Songo Airport,Songo,Mozambique,\N,FQSG,"2904","2",U,Africa/Maputo,32.773201,-15.6027
"988",Chingozi Airport,Tete,Mozambique,TET,FQTT,"525","2",U,Africa/Maputo,33.640202,-16.104799
"989",Ulongwe Airport,Ulongwe,Mozambique,\N,FQUG,"4265","2",U,Africa/Maputo,34.352402,-14.7046
"990",Vilankulo Airport,Vilankulu,Mozambique,VNX,FQVL,"46","2",U,Africa/Maputo,35.313301,-22.0184
"991",Alphonse Airport,Alphonse,Seychelles,\N,FSAL,"10","4",U,Indian/Mahe,52.7262,-7.00478
"992",Desroches Airport,Desroches,Seychelles,DES,FSDR,"10","4",U,Indian/Mahe,53.6558,-5.6967
"993",Farquhar Airport,Farquhar,Seychelles,\N,FSFA,"10","4",U,Indian/Mahe,51.176102,-10.1096
"994",Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,"10","4",U,Indian/Mahe,55.521801,-4.67434
"995",Praslin Airport,Praslin,Seychelles,PRI,FSPP,"10","4",U,Indian/Mahe,55.691399,-4.31929
"996",Coetivy Airport,Coetivy,Seychelles,\N,FSSC,"10","4",U,Indian/Mahe,56.278198,-7.13457
"997",Abeche Airport,Abeche,Chad,AEH,FTTC,"1788","1",N,Africa/Ndjamena,20.844299,13.847
"998",Moundou Airport,Moundou,Chad,MQQ,FTTD,"1407","1",N,Africa/Ndjamena,16.0714,8.62441
"999",N'Djamena International Airport,N'djamena,Chad,NDJ,FTTJ,"968","1",N,Africa/Ndjamena,15.034,12.1337
"1000",Faya Largeau Airport,Faya-largeau,Chad,FYT,FTTY,"771","1",N,Africa/Ndjamena,19.111099,17.917101
"1001",Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ,FVBU,"4359","2",U,Africa/Harare,28.617901,-20.017401
"1002",Charles Prince Airport,Harare,Zimbabwe,\N,FVCP,"4845","2",U,Africa/Harare,30.9247,-17.7516
"1003",Buffalo Range Airport,Chiredzi,Zimbabwe,BFO,FVCZ,"1421","2",U,Africa/Harare,31.5786,-21.008101
"1004",Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA,FVFA,"3490","2",U,Africa/Harare,25.839001,-18.0959
"1005",Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,HRE,FVHA,"4887","2",U,Africa/Harare,31.0928,-17.931801
"1006",Kariba International Airport,Kariba,Zimbabwe,KAB,FVKB,"1706","2",U,Africa/Harare,28.885,-16.5198
"1007",Mutoko Airport,Mutoko,Zimbabwe,\N,FVMT,"3950","2",U,Africa/Harare,32.184502,-17.4319
"1008",Mutare Airport,Mutare,Zimbabwe,UTA,FVMU,"3410","2",U,Africa/Harare,32.627201,-18.997499
"1009",Masvingo International Airport,Masvingo,Zimbabwe,MVZ,FVMV,"3595","2",U,Africa/Harare,30.8591,-20.0553
"1010",Zvishavane Airport,Zvishavane,Zimbabwe,\N,FVSH,"3012","2",U,Africa/Harare,30.0882,-20.289499
"1011",Thornhill Air Base,Gwert,Zimbabwe,GWE,FVTL,"4680","2",U,Africa/Harare,29.8619,-19.436399
"1012",Hwange National Park Airport,Hwange National Park,Zimbabwe,HWN,FVWN,"3543","2",U,Africa/Harare,27.021,-18.6299
"1013",Chileka International Airport,Blantyre,Malawi,BLZ,FWCL,"2555","2",U,Africa/Blantyre,34.973999,-15.6791
"1014",Karonga Airport,Karonga,Malawi,KGJ,FWKA,"1765","2",U,Africa/Blantyre,33.893002,-9.95357
"1015",Kasungu Airport,Kasungu,Malawi,KBQ,FWKG,"3470","2",U,Africa/Blantyre,33.468601,-13.0146
"1016",Lilongwe International Airport,Lilongwe,Malawi,LLW,FWKI,"4035","2",U,Africa/Blantyre,33.780998,-13.7894
"1017",Mzuzu Airport,Mzuzu,Malawi,ZZU,FWUU,"4115","2",U,Africa/Blantyre,34.011799,-11.4447
"1018",Moshoeshoe I International Airport,Maseru,Lesotho,MSU,FXMM,"5348","2",U,Africa/Maseru,27.5525,-29.462299
"1019",Mejametalana Airbase,Maseru,Lesotho,\N,FXMU,"5105","2",U,Africa/Maseru,27.5035,-29.3041
"1020",Ndjili International Airport,Kinshasa,Congo (Kinshasa),FIH,FZAA,"1027","1",N,Africa/Kinshasa,15.4446,-4.38575
"1021",Ndolo Airport,Kinshasa,Congo (Kinshasa),NLO,FZAB,"915","1",N,Africa/Kinshasa,15.3275,-4.32666
"1022",Muanda Airport,Muanda,Congo (Kinshasa),MNB,FZAG,"89","1",N,Africa/Kinshasa,12.3518,-5.93086
"1023",Kitona Base Airport,Kitona Base,Congo (Kinshasa),\N,FZAI,"394","1",N,Africa/Kinshasa,12.4477,-5.91806
"1024",Bandundu Airport,Bandoundu,Congo (Kinshasa),FDU,FZBO,"1063","1",N,Africa/Kinshasa,17.381701,-3.31132
"1025",Kikwit Airport,Kikwit,Congo (Kinshasa),KKW,FZCA,"1572","1",N,Africa/Kinshasa,18.785601,-5.03577
"1026",Mbandaka Airport,Mbandaka,Congo (Kinshasa),MDK,FZEA,"1040","1",N,Africa/Kinshasa,18.2887,0.0226
"1027",Gbadolite Airport,Gbadolite,Congo (Kinshasa),BDT,FZFD,"1509","1",N,Africa/Kinshasa,20.9753,4.25321
"1028",Gemena Airport,Gemena,Congo (Kinshasa),GMA,FZFK,"1378","1",N,Africa/Kinshasa,19.771299,3.23537
"1029",Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI,FZFP,"1801","1",N,Africa/Kinshasa,21.6509,4.15764
"1030",Lisala Airport,Lisala,Congo (Kinshasa),LIQ,FZGA,"1509","1",N,Africa/Kinshasa,21.496901,2.17066
"1031",Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,FZIC,"1417","2",U,Africa/Lubumbashi,25.337999,0.481639
"1032",Matari Airport,Isiro,Congo (Kinshasa),IRP,FZJH,"2438","2",U,Africa/Lubumbashi,27.588301,2.82761
"1033",Bunia Airport,Bunia,Congo (Kinshasa),BUX,FZKA,"4045","2",U,Africa/Lubumbashi,30.2208,1.56572
"1034",Buta Zega Airport,Buta Zega,Congo (Kinshasa),BZU,FZKJ,"1378","2",U,Africa/Lubumbashi,24.793699,2.81835
"1035",Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,"5643","2",U,Africa/Lubumbashi,28.8088,-2.30898
"1036",Goma International Airport,Goma,Congo (Kinshasa),GOM,FZNA,"5089","2",U,Africa/Kigali,29.238501,-1.67081
"1037",Kindu Airport,Kindu,Congo (Kinshasa),KND,FZOA,"1630","2",U,Africa/Lubumbashi,25.9154,-2.91918
"1038",Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,FZQA,"4295","2",U,Africa/Lubumbashi,27.530899,-11.5913
"1039",Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ,FZQM,"5007","2",U,Africa/Lubumbashi,25.505699,-10.7659
"1040",Kalemie Airport,Kalemie,Congo (Kinshasa),FMI,FZRF,"2569","2",U,Africa/Lubumbashi,29.25,-5.87556
"1041",Kamina Base Airport,Kamina Base,Congo (Kinshasa),KMN,FZSA,"3543","2",U,Africa/Lubumbashi,25.252899,-8.64202
"1042",Kananga Airport,Kananga,Congo (Kinshasa),KGA,FZUA,"2139","2",U,Africa/Lubumbashi,22.4692,-5.90005
"1043",Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,FZWA,"2221","2",U,Africa/Lubumbashi,23.569,-6.12124
"1044",Modibo Keita International Airport,Bamako,Mali,BKO,GABS,"1247","0",N,Africa/Bamako,-7.94994,12.5335
"1045",Gao Airport,Gao,Mali,GAQ,GAGO,"870","0",N,Africa/Bamako,-0.005456,16.2484
"1046",Kayes Dag Dag Airport,Kayes,Mali,KYS,GAKY,"164","0",N,Africa/Bamako,-11.4044,14.4812
"1047",Mopti Airport,Mopti,Mali,MZI,GAMB,"906","0",N,Africa/Bamako,-4.07956,14.5128
"1048",Timbuktu Airport,Tombouctou,Mali,TOM,GATB,"863","0",N,Africa/Bamako,-3.00758,16.730499
"1049",Tessalit Airport,Tessalit,Mali,\N,GATS,"1621","0",N,Africa/Bamako,0.977308,20.243
"1050",Banjul International Airport,Banjul,Gambia,BJL,GBYD,"95","0",N,Africa/Banjul,-16.652201,13.338
"1051",Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,"85","0",E,Atlantic/Canary,-13.8638,28.4527
"1052",Hierro Airport,Hierro,Spain,VDE,GCHI,"103","0",E,Atlantic/Canary,-17.8871,27.8148
"1053",La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,"107","0",E,Atlantic/Canary,-17.7556,28.626499
"1054",Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,"78","0",E,Atlantic/Canary,-15.3866,27.9319
"1055",Lanzarote Airport,Arrecife,Spain,ACE,GCRR,"46","0",E,Atlantic/Canary,-13.6052,28.945499
"1056",Tenerife South Airport,Tenerife,Spain,TFS,GCTS,"209","0",E,Atlantic/Canary,-16.5725,28.0445
"1057",Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,"2076","0",E,Atlantic/Canary,-16.341499,28.4827
"1058",Melilla Airport,Melilla,Spain,MLN,GEML,"156","1",E,Europe/Madrid,-2.95626,35.2798
"1059",Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,"84","0",N,Africa/Freetown,-13.1955,8.61644
"1060",Cufar Airport,Cufar,Guinea-Bissau,\N,GGCF,"65","0",N,Africa/Bissau,-15.1805,11.2879
"1062",Spriggs Payne Airport,Monrovia,Liberia,MLW,GLMR,"25","0",N,Africa/Monrovia,-10.7587,6.28906
"1063",Roberts International Airport,Monrovia,Liberia,ROB,GLRB,"31","0",N,Africa/Monrovia,-10.3623,6.23379
"1064",Al Massira Airport,Agadir,Morocco,AGA,GMAD,"250","0",N,Africa/Casablanca,-9.41307,30.325001
"1065",Tan Tan Airport,Tan Tan,Morocco,TTA,GMAT,"653","0",N,Africa/Casablanca,-11.1613,28.4482
"1066",Saïss Airport,Fes,Morocco,FEZ,GMFF,"1900","0",N,Africa/Casablanca,-4.97796,33.927299
"1067",Ifrane Airport,Ifrane,Morocco,\N,GMFI,"5459","0",N,Africa/Casablanca,-5.1529,33.505299
"1068",Moulay Ali Cherif Airport,Er-rachidia,Morocco,ERH,GMFK,"3428","0",N,Africa/Casablanca,-4.39833,31.9475
"1069",Bassatine Airport,Meknes,Morocco,MEK,GMFM,"1890","0",N,Africa/Casablanca,-5.51512,33.879101
"1070",Angads Airport,Oujda,Morocco,OUD,GMFO,"1535","0",N,Africa/Casablanca,-1.92399,34.787201
"1071",Ben Slimane Airport,Ben Slimane,Morocco,GMD,GMMB,"627","0",N,Africa/Casablanca,-7.22145,33.655399
"1072",Rabat-Salé Airport,Rabat,Morocco,RBA,GMME,"276","0",N,Africa/Casablanca,-6.75152,34.051498
"1074",Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,"656","0",N,Africa/Casablanca,-7.58997,33.3675
"1075",Menara Airport,Marrakech,Morocco,RAK,GMMX,"1545","0",N,Africa/Casablanca,-8.0363,31.606899
"1076",Kenitra Airport,Kentira,Morocco,NNA,GMMY,"16","0",N,Africa/Casablanca,-6.59588,34.298901
"1077",Ouarzazate Airport,Ouarzazate,Morocco,OZZ,GMMZ,"3782","0",N,Africa/Casablanca,-6.90943,30.9391
"1078",Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,GMTA,"95","0",N,Africa/Casablanca,-3.83952,35.177101
"1079",Saniat R'mel Airport,Tetouan,Morocco,TTU,GMTN,"10","0",N,Africa/Casablanca,-5.32002,35.594299
"1080",Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,"62","0",N,Africa/Casablanca,-5.91689,35.726898
"1081",Ziguinchor Airport,Ziguinchor,Senegal,ZIG,GOGG,"75","0",N,Africa/Dakar,-16.281799,12.5556
"1082",Cap Skirring Airport,Cap Skiring,Senegal,CSK,GOGS,"52","0",N,Africa/Dakar,-16.748,12.39533
"1083",Kaolack Airport,Kaolack,Senegal,KLC,GOOK,"26","0",N,Africa/Dakar,-16.0513,14.1469
"1084",Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,"85","0",N,Africa/Dakar,-17.4902,14.7397
"1085",Saint Louis Airport,St. Louis,Senegal,XLS,GOSS,"9","0",N,Africa/Dakar,-16.4632,16.0508
"1086",Bakel Airport,Bakel,Senegal,BXE,GOTB,"98","0",N,Africa/Dakar,-12.4683,14.8473
"1087",Kédougou Airport,Kedougou,Senegal,KGG,GOTK,"584","0",N,Africa/Dakar,-12.2203,12.5723
"1088",Tambacounda Airport,Tambacounda,Senegal,TUD,GOTT,"161","0",N,Africa/Dakar,-13.6531,13.7368
"1089",Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,GQNA,"951","0",N,Africa/Nouakchott,-9.63788,16.7113
"1090",Tidjikja Airport,Tidjikja,Mauritania,TIY,GQND,"1363","0",N,Africa/Nouakchott,-11.4235,18.570101
"1091",Kiffa Airport,Kiffa,Mauritania,KFA,GQNF,"424","0",N,Africa/Nouakchott,-11.4062,16.59
"1092",Néma Airport,Nema,Mauritania,EMN,GQNI,"751","0",N,Africa/Nouakchott,-7.3166,16.622
"1093",Kaédi Airport,Kaedi,Mauritania,KED,GQNK,"66","0",N,Africa/Nouakchott,-13.5076,16.1595
"1094",Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC,GQNO,"9","0",N,Africa/Nouakchott,-15.969722,18.31
"1095",Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,"219","0",N,Africa/Nouakchott,-12.2073,15.1797
"1096",Atar International Airport,Atar,Mauritania,ATR,GQPA,"734","0",N,Africa/Nouakchott,-13.0432,20.5068
"1097",Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,"24","0",N,Africa/Nouakchott,-17.030001,20.9331
"1098",Bir Moghrein Airport,Bir Moghrein,Mauritania,\N,GQPT,"1206","0",N,Africa/Nouakchott,-11.5887,25.2367
"1099",Fria Airport,Fira,Guinea,FIG,GUFA,"499","0",N,Africa/Conakry,-13.5692,10.3506
"1100",Faranah Airport,Faranah,Guinea,FAA,GUFH,"1476","0",N,Africa/Conakry,-10.7698,10.0355
"1101",Tata Airport,Labe,Guinea,LEK,GULB,"3396","0",N,Africa/Conakry,-12.2868,11.3261
"1102",Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,"177","-1",U,Atlantic/Cape_Verde,-22.9494,16.7414
"1103",Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,"69","-1",U,Atlantic/Cape_Verde,-22.888901,16.136499
"1104",Maio Airport,Maio,Cape Verde,MMO,GVMA,"36","-1",U,Atlantic/Cape_Verde,-23.213699,15.1559
"1105",Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,"669","-1",U,Atlantic/Cape_Verde,-24.2847,16.5884
"1106",São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,"66","-1",U,Atlantic/Cape_Verde,-25.0553,16.8332
"1107",Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,"7630","3",U,Africa/Addis_Ababa,38.799301,8.97789
"1108",Lideta Army Airport,Addis Ababa,Ethiopia,\N,HAAL,"7749","3",U,Africa/Addis_Ababa,38.725498,9.003685
"1109",Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,"3901","3",U,Africa/Addis_Ababa,37.5905,6.03939
"1110",Axum Airport,Axum,Ethiopia,AXU,HAAX,"6959","3",U,Africa/Addis_Ababa,38.7728,14.1468
"1111",Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,"5978","3",U,Africa/Addis_Ababa,37.321602,11.6081
"1112",Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,"3827","3",U,Africa/Addis_Ababa,41.854198,9.6247
"1113",Gambella Airport,Gambella,Ethiopia,GMB,HAGM,"1614","3",U,Africa/Addis_Ababa,34.563099,8.12876
"1114",Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,"6449","3",U,Africa/Addis_Ababa,37.433998,12.5199
"1116",Jimma Airport,Jimma,Ethiopia,JIM,HAJM,"5500","3",U,Africa/Addis_Ababa,36.816601,7.66609
"1117",Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,"6506","3",U,Africa/Addis_Ababa,38.98,11.975
"1118",Mekele Airport,Makale,Ethiopia,MQX,HAMK,"7396","3",U,Africa/Addis_Ababa,39.533501,13.4674
"1119",Asosa Airport,Asosa,Ethiopia,ASO,HASO,"5100","3",U,Africa/Addis_Ababa,34.5863,10.0185
"1120",Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,"2582","2",U,Africa/Bujumbura,29.318501,-3.32402
"1121",Egal International Airport,Hargeisa,Somalia,HGA,HCMH,"4423","3",U,Africa/Mogadishu,44.088799,9.51817
"1122",Berbera Airport,Berbera,Somalia,BBO,HCMI,"30","3",U,Africa/Mogadishu,44.941101,10.3892
"1123",Kisimayu Airport,Kismayu,Somalia,KMU,HCMK,"49","3",U,Africa/Mogadishu,42.459202,-0.377353
"1126",El Nouzha Airport,Alexandria,Egypt,ALY,HEAX,"-6","2",U,Africa/Cairo,29.9489,31.183901
"1127",Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,"616","2",U,Africa/Cairo,31.6117,22.375999
"1128",Cairo International Airport,Cairo,Egypt,CAI,HECA,"382","2",U,Africa/Cairo,31.4056,30.121901
"1129",Cairo West Airport,Cairo,Egypt,CWE,HECW,"550","2",U,Africa/Cairo,30.9154,30.1164
"1130",Hurghada International Airport,Hurghada,Egypt,HRG,HEGN,"52","2",U,Africa/Cairo,33.7994,27.178301
"1131",El Gora Airport,El Gorah,Egypt,EGH,HEGR,"324","2",U,Africa/Cairo,34.129629,31.068559
"1132",Luxor International Airport,Luxor,Egypt,LXR,HELX,"294","2",U,Africa/Cairo,32.7066,25.671
"1133",Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,HEMM,"94","2",U,Africa/Cairo,27.221701,31.325399
"1134",Port Said Airport,Port Said,Egypt,PSD,HEPS,"8","2",U,Africa/Cairo,32.240002,31.2794
"1135",St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,"4368","2",U,Africa/Cairo,34.0625,28.685301
"1136",Aswan International Airport,Aswan,Egypt,ASW,HESN,"662","2",U,Africa/Cairo,32.82,23.964399
"1137",El Tor Airport,El-tor,Egypt,ELT,HETR,"115","2",U,Africa/Cairo,33.6455,28.209
"1138",Eldoret International Airport,Eldoret,Kenya,EDL,HKEL,"6941","3",U,Africa/Nairobi,35.238899,0.404458
"1139",Kakamega Airport,Kakamega,Kenya,GGM,HKKG,"5020","3",U,Africa/Nairobi,34.7873,0.271342
"1140",Kisumu Airport,Kisumu,Kenya,KIS,HKKI,"3734","3",U,Africa/Nairobi,34.728901,-0.086139
"1141",Kitale Airport,Kitale,Kenya,KTL,HKKT,"6070","3",U,Africa/Nairobi,34.958599,0.971989
"1143",Lodwar Airport,Lodwar,Kenya,LOK,HKLO,"1715","3",U,Africa/Nairobi,35.6087,3.12197
"1144",Manda Airstrip,Lamu,Kenya,LAU,HKLU,"20","3",U,Africa/Nairobi,40.913101,-2.25242
"1145",Mombasa Moi International Airport,Mombasa,Kenya,MBA,HKMO,"200","3",U,Africa/Nairobi,39.5942,-4.03483
"1146",Naivasha Airport,Naivasha,Kenya,\N,HKNV,"6380","3",U,Africa/Nairobi,36.433494,-0.787953
"1147",Nairobi Wilson Airport,Nairobi,Kenya,WIL,HKNW,"5536","3",U,Africa/Nairobi,36.8148,-1.32172
"1148",Moi Air Base,Nairobi,Kenya,\N,HKRE,"5336","3",U,Africa/Nairobi,36.862301,-1.27727
"1149",Wajir Airport,Wajir,Kenya,WJR,HKWJ,"770","3",U,Africa/Nairobi,40.091599,1.73324
"1150",Bu Attifel Airport,Buattifel,Libya,\N,HLFL,"161","2",N,Africa/Tripoli,22.0809,28.795401
"1151",Warehouse 59e Airport,Giallo,Libya,\N,HLGL,"325","2",N,Africa/Tripoli,21.438,28.6385
"1152",Ghat Airport,Ghat,Libya,GHT,HLGT,"2296","2",N,Africa/Tripoli,10.1426,25.145599
"1153",Kufra Airport,Kufra,Libya,AKF,HLKF,"1367","2",N,Africa/Tripoli,23.313999,24.178699
"1154",Benina International Airport,Benghazi,Libya,BEN,HLLB,"433","2",N,Africa/Tripoli,20.269501,32.096802
"1156",Sabha Airport,Sebha,Libya,SEB,HLLS,"1427","2",N,Africa/Tripoli,14.4725,26.987
"1157",Tripoli International Airport,Tripoli,Libya,TIP,HLLT,"263","2",N,Africa/Tripoli,13.159,32.663502
"1158",Marsa Brega Airport,Marsa Brega,Libya,LMQ,HLMB,"50","2",N,Africa/Tripoli,19.576401,30.378099
"1159",Ras Lanuf Oil Airport,Ras Lanouf V 40,Libya,\N,HLNF,"42","2",N,Africa/Tripoli,18.527201,30.5
"1160",Hon Airport,Hon,Libya,HUQ,HLON,"919","2",N,Africa/Tripoli,15.9656,29.1101
"1161",Dahra Airport,Dahra,Libya,\N,HLRA,"1050","2",N,Africa/Tripoli,17.9349,29.472601
"1162",Ghadames East Airport,Ghadames,Libya,LTD,HLTD,"1122","2",N,Africa/Tripoli,9.71531,30.151699
"1163",Zella 74 Airport,Zella 74,Libya,\N,HLZA,"1085","2",N,Africa/Tripoli,17.2939,28.589899
"1164",Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,"5082","2",U,Africa/Kigali,29.2589,-1.6772
"1165",Kigali International Airport,Kigali,Rwanda,KGL,HRYR,"4859","2",U,Africa/Kigali,30.1395,-1.96863
"1166",Kamembe Airport,Kamembe,Rwanda,KME,HRZA,"5192","2",U,Africa/Kigali,28.9079,-2.46224
"1167",Dongola Airport,Dongola,Sudan,DOG,HSDN,"772","3",U,Africa/Khartoum,30.430099,19.1539
"1168",Damazin Airport,Damazin,Sudan,RSS,HSDZ,"1582","3",U,Africa/Khartoum,34.3367,11.7859
"1169",El Fasher Airport,El Fasher,Sudan,ELF,HSFS,"2393","3",U,Africa/Khartoum,25.3246,13.6149
"1170",Kassala Airport,Kassala,Sudan,KSL,HSKA,"1671","3",U,Africa/Khartoum,36.3288,15.3875
"1171",Kadugli Airport,Kadugli,Sudan,KDX,HSLI,"1848","3",U,Africa/Khartoum,29.701099,11.138
"1172",El Obeid Airport,El Obeid,Sudan,EBD,HSOB,"1927","3",U,Africa/Khartoum,30.2327,13.1532
"1173",Juba International Airport,Juba,South Sudan,JUB,HSSJ,"1513","3",U,Africa/Juba,31.601101,4.87201
"1174",Malakal Airport,Malakal,Sudan,MAK,HSSM,"1291","3",U,Africa/Juba,31.652201,9.55897
"1175",Khartoum International Airport,Khartoum,Sudan,KRT,HSSS,"1265","3",U,Africa/Khartoum,32.5532,15.5895
"1176",Arusha Airport,Arusha,Tanzania,ARK,HTAR,"4550","3",U,Africa/Dar_es_Salaam,36.633301,-3.36779
"1177",Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,HTDA,"182","3",U,Africa/Dar_es_Salaam,39.202599,-6.87811
"1178",Dodoma Airport,Dodoma,Tanzania,DOD,HTDO,"3673","3",U,Africa/Dar_es_Salaam,35.752602,-6.17044
"1179",Iringa Airport,Iringa,Tanzania,IRI,HTIR,"4678","3",U,Africa/Dar_es_Salaam,35.752102,-7.66863
"1180",Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,"2932","3",U,Africa/Dar_es_Salaam,37.074501,-3.42941
"1181",Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,"4150","3",N,Africa/Dar_es_Salaam,35.818298,-3.37631
"1182",Mtwara Airport,Mtwara,Tanzania,MYW,HTMT,"371","3",U,Africa/Dar_es_Salaam,40.181801,-10.3391
"1183",Mwanza Airport,Mwanza,Tanzania,MWZ,HTMW,"3763","3",U,Africa/Dar_es_Salaam,32.932701,-2.44449
"1184",Pemba Airport,Pemba,Tanzania,PMA,HTPE,"80","3",U,Africa/Dar_es_Salaam,39.811401,-5.25726
"1185",Tanga Airport,Tanga,Tanzania,TGT,HTTG,"129","3",U,Africa/Dar_es_Salaam,39.071201,-5.09236
"1186",Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ,HTZA,"54","3",U,Africa/Dar_es_Salaam,39.224899,-6.22202
"1187",Entebbe International Airport,Entebbe,Uganda,EBB,HUEN,"3782","3",U,Africa/Kampala,32.443501,0.042386
"1189",Soroti Airport,Soroti,Uganda,SRT,HUSO,"3697","3",U,Africa/Kampala,33.622799,1.72769
"1190",Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,"126","1",E,Europe/Tirane,19.7206,41.4147
"1191",Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,"135","2",E,Europe/Sofia,27.5152,42.569599
"1192",Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,"285","2",E,Europe/Sofia,25.7129,43.151402
"1193",Plovdiv International Airport,Plovdiv,Bulgaria,PDV,LBPD,"597","2",E,Europe/Sofia,24.8508,42.067799
"1194",Sofia Airport,Sofia,Bulgaria,SOF,LBSF,"1742","2",E,Europe/Sofia,23.411436,42.696693
"1195",Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,LBSZ,"558","2",E,Europe/Sofia,25.655,42.376667
"1196",Varna Airport,Varna,Bulgaria,VAR,LBWN,"230","2",E,Europe/Sofia,27.8251,43.232101
"1197",Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,"8","2",E,Asia/Nicosia,33.624901,34.875099
