id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"1916",DAUTI192019,N4,106.31,11.22,0.59,2019/03/20,100,100,84.01,68.36,55,57,Trung bình,"RGB(255,255,0)",53,52,7.45,0.026,0.019,0.016,0.018,0.028,0.016,0.015,0.006,0.003,0.026,0.002,0,0.001,5.05,"25",8.75,22.897,14.676,0.228,0.3,0.64,0.12,2300,"0",0.2,68.18,45.9
"1917",DAUTI192019,N4,106.31,11.22,0.59,2019/04/03,100,100,94.91,67.47,55,64,Trung bình,"RGB(255,255,0)",60,58,7.01,0.016,0.01,0.008,0.007,0.026,0.01,0.013,0.004,0.005,0.004,0.006,0,0.001,4.4,"25",6.75,14.997,11.21,0.11,0.52,0.11,0.23,5800,"0",0.2,7.12,31.21
"1918",DAUTI192019,N4,106.31,11.22,0.59,2019/04/16,100,100,83.37,61.16,55,51,Trung bình,"RGB(255,255,0)",49,48,6.1,0.026,0.017,0.015,0.017,0.03,0.016,0.018,0.006,0.003,0.024,0.002,0,0.001,5.875,"25",8,21.467,15.462,0.118,0.263,0.61,0.53,2200,"0",0,51.23,25.68
"1919",DAUTI192019,N4,106.31,11.22,0.59,2019/05/06,100,100,90.57,48.73,55,44,Xấu,"RGB(255,126,0)",46,47,6.81,0.013,0.008,0.006,0.004,0.025,0.008,0.009,0.006,0.006,0,0.004,0,0.001,2.933,"25",8.98,19.728,10.5,2.12,0.6,0.12,0.57,4300,"0",4.25,5.63,0.151
"1920",DAUTI192019,N4,106.31,11.22,0.59,2019/05/16,100,100,82.86,61.18,55,51,Trung bình,"RGB(255,255,0)",49,48,7.23,0.027,0.018,0.016,0.019,0.029,0.016,0.017,0.006,0.002,0.028,0.001,0,0.001,5.783,"25",8.01,21.078,15.201,0.148,0.175,0.69,0.52,1100,"0",0,51.23,18.23
"1921",DAUTI192019,N4,106.31,11.22,0.59,2019/06/01,100,100,85.16,65.9,55,56,Trung bình,"RGB(255,255,0)",53,51,6.9,0.027,0.019,0.017,0.017,0.033,0.016,0.017,0.005,0.006,0.024,0.002,0,0.001,5.7,"25",7.628,23.186,15.742,0.255,0.625,0.6,0.23,2400,"0",0,71.12,19.5
"1922",DAUTI192019,N4,106.31,11.22,0.4,2019/06/15,100,100,93.37,69.81,55,65,Trung bình,"RGB(255,255,0)",60,58,7,0.017,0.009,0.007,0.008,0.027,0.01,0.017,0.004,0.002,0.008,0.003,0,0.001,5.8,"25",6.114,15.737,13.543,0.255,0.188,0.21,0.2,3200,"0",0,36.28,1.63
"1923",DAUTI202019,N5,106.31,11.05,0.4,2019/03/04,100,100,93.37,64.23,55,60,Trung bình,"RGB(255,255,0)",57,55,6.68,0.021,0.013,0.011,0.008,0.036,0.013,0.017,0.004,0.009,0.007,0.005,0,0.001,5.795,"25",6.949,20.058,14.898,0.134,0.863,0.186,0.35,4800,"0",0,36.54,8.12
"1924",DAUTI202019,N5,106.31,11.05,0.4,2019/03/20,100,100,72.29,53.45,55,39,Xấu,"RGB(255,126,0)",39,39,7.69,0.021,0.012,0.009,0.008,0.036,0.013,0.017,0.008,0.006,0.01,0,0,0.002,5.785,"25",10.19,26.687,16.973,3.523,0.613,0.26,0.23,100,"0",0,16,1.85
"1925",DAUTI202019,N5,106.31,11.05,0.4,2019/04/03,100,100,82.51,49.39,55,41,Xấu,"RGB(255,126,0)",42,43,6.98,0.028,0.02,0.017,0.018,0.034,0.017,0.016,0.007,0.005,0.024,0.003,0,0.001,5.383,"25",9.917,22.004,14.893,3.2,0.52,0.61,0.51,3300,"0",0,84.24,24.12
"1926",DAUTI202019,N5,106.31,11.05,0.4,2019/04/16,100,68.13,72.38,51,55,25,Kém,"RGB(255,0,0)",26,26,6.49,0.039,0.032,0.029,0.031,0.033,0.023,0.013,0.008,0.007,0.048,0.001,0,0.001,4.248,"25",10.76,20.112,12.594,2.64,0.739,1.2,0.36,1100,"0",0.2,71.8,18.2
"1927",DAUTI202019,N5,106.31,11.05,0.4,2019/05/06,100,68.13,67.22,31.75,55,15,Kém,"RGB(255,0,0)",17,19,6.28,0.062,0.052,0.005,0.005,0.136,0.037,0.019,0.096,0.002,0,0.006,0,0.001,6.378,"25",98.15,181.621,66.706,25.62,0.21,0.12,0.91,6400,"0",4.55,8.5,1.21
"1928",DAUTI202019,N5,106.31,11.05,0.4,2019/05/16,100,100,78.55,54.68,55,43,Xấu,"RGB(255,126,0)",43,43,6.6,0.024,0.017,0.013,0.014,0.032,0.015,0.015,0.009,0.003,0.02,0.001,0,0.001,4.95,"25",11.46,29.324,16.552,1.639,0.338,0.51,0.15,1400,"0",0.1,87.56,25.32
"1929",DAUTI202019,N5,106.31,11.05,0.4,2019/06/01,100,100,83.99,52.86,55,44,Xấu,"RGB(255,126,0)",45,45,6.61,0.021,0.012,0.009,0.011,0.03,0.012,0.016,0.008,0.001,0.013,0.003,0,0.001,5.478,"25",10.284,34.33,18.921,1.445,0.119,0.32,0.2,2900,"0",0.1,56.29,2.21
"1930",DAUTI202019,N5,106.31,11.05,0.4,2019/06/15,100,100,82.18,46.36,55,38,Xấu,"RGB(255,126,0)",40,41,6.58,0.023,0.018,0.014,0.014,0.029,0.014,0.01,0.009,0.006,0.014,0.006,0,0.001,3.258,"25",11.093,26.923,13.256,1.3,0.638,0.36,0.51,5900,"0",0.1,25.14,25.12
"1931",DAUTI212019,N6,106.39,10.98,0.4,2019/03/04,100,100,95.63,57.32,55,55,Trung bình,"RGB(255,255,0)",54,54,6.44,0.013,0.008,0.007,0.009,0.016,0.008,0.011,0.001,0.001,0.008,0.005,0,0.001,3.748,"25",3.89,9.465,8.487,7.45,0.118,0.195,0.75,4700,"0",0,42.21,1.62
"1932",DAUTI212019,N6,106.39,10.98,0.4,2019/03/20,100,100,83.66,46.32,55,39,Xấu,"RGB(255,126,0)",41,42,6.75,0.02,0.012,0.009,0.009,0.03,0.012,0.016,0.008,0.002,0.014,0,0,0.001,5.175,"25",10.7,27.029,16.166,8.349,0.229,0.34,0.9,100,"0",0.1,151.6,15.41
"1933",DAUTI212019,N6,106.39,10.98,0.4,2019/04/03,100,100,82.97,53.32,55,44,Xấu,"RGB(255,126,0)",45,45,6.52,0.022,0.014,0.011,0.012,0.03,0.013,0.015,0.008,0.003,0.017,0.001,0,0.001,5.005,"25",10.62,31.096,17.193,8.2,0.3,0.42,0.14,700,"0",0.1,118.52,14.85
"1934",DAUTI212019,N6,106.39,10.98,-0.07,2019/04/16,100,100,91.09,64.47,55,59,Trung bình,"RGB(255,255,0)",56,54,6.62,0.022,0.015,0.015,0.019,0.018,0.013,0.013,0.001,0.001,0.02,0.008,0,0.001,4.355,"25",3.71,8.114,8.973,4.12,0.125,0.51,0.21,7900,"0",0.3,62.12,2.75
"1935",DAUTI212019,N6,106.39,10.98,-0.07,2019/05/06,100,68.13,70.65,36.06,55,17,Kém,"RGB(255,0,0)",20,21,6.15,0.05,0.044,0.003,0.002,0.116,0.03,0.013,0.084,0.003,0,0.001,0,0.001,4.17,"25",86.62,173.349,60.787,22.62,0.25,0.12,0.15,1400,"0",4.25,1.62,2.1
"1936",DAUTI212019,N6,106.39,10.98,-0.07,2019/05/16,100,100,93.09,64.7,55,60,Trung bình,"RGB(255,255,0)",57,56,6.52,0.017,0.009,0.009,0.01,0.022,0.01,0.016,0.002,0.002,0.012,0.004,0,0.001,5.193,"25",4.06,7.543,10.049,1.964,0.213,0.29,0.26,3500,"0",0.2,68.25,4.21
"1937",DAUTI212019,N6,106.39,10.98,-0.07,2019/06/01,100,100,85.63,55.56,55,48,Xấu,"RGB(255,126,0)",47,47,6.57,0.018,0.011,0.007,0.008,0.028,0.011,0.014,0.008,0.002,0.007,0.005,0,0.001,4.755,"25",10.311,24.424,14.714,1.389,0.188,0.18,0.18,4500,"0",0.1,24.23,26.58
"1938",DAUTI212019,N6,106.39,10.98,-0.07,2019/06/15,100,100,91.52,58.05,55,53,Trung bình,"RGB(255,255,0)",52,52,6.56,0.02,0.013,0.013,0.014,0.02,0.012,0.013,0.002,0.002,0.019,0.003,0,0.001,4.415,"25",4.467,10.21,9.723,2.56,0.2,0.48,0.8,2600,"0",0.1,16.21,31.2
"1939",DAUTI222019,T1,106.11,11.39,-0.07,2019/03/04,100,100,88.49,55.08,55,49,Xấu,"RGB(255,126,0)",49,49,7.01,0.015,0.007,0.005,0.004,0.03,0.009,0.016,0.006,0.003,0.005,0,0,0.001,5.413,"25",8.745,17.461,13.506,0.635,0.325,0.125,0.525,100,"0",0,4.58,9.12
"1940",DAUTI222019,T1,106.11,11.39,0.19,2019/03/20,100,100,86.45,51.7,55,45,Xấu,"RGB(255,126,0)",46,46,7,0.02,0.012,0.009,0.007,0.037,0.012,0.017,0.007,0.008,0.006,0.003,0,0.001,5.613,"25",9.02,19.286,14.381,1.1,0.8,0.16,0.62,2800,"0",0,4.58,9.12
"1941",DAUTI222019,T1,106.11,11.39,0.19,2019/04/03,100,100,84.57,52.53,55,44,Xấu,"RGB(255,126,0)",45,45,6.61,0.025,0.016,0.014,0.015,0.032,0.015,0.017,0.006,0.005,0.02,0.002,0,0.001,5.778,"25",8.34,17.423,14.041,1.21,0.45,0.51,0.84,2200,"0",0,54.26,1.12
"1942",DAUTI222019,T1,106.11,11.39,0.19,2019/04/16,100,100,85.68,51.39,55,44,Xấu,"RGB(255,126,0)",45,46,6.47,0.023,0.015,0.013,0.014,0.029,0.014,0.015,0.006,0.003,0.019,0.001,0,0.001,4.993,"25",8.95,17.717,12.956,1.5,0.331,0.48,0.67,1200,"0",0,62.23,12.12
"1943",DAUTI222019,T1,106.11,11.39,0.19,2019/05/06,100,68.13,74.09,33.82,55,17,Kém,"RGB(255,0,0)",20,22,6.45,0.039,0.035,0.004,0.002,0.089,0.024,0.009,0.062,0.005,0,0.003,0,0.001,3.075,"25",64.82,127.457,44.677,3.14,0.48,0.12,0.23,2500,"0",5.15,6.5,0.27
"1944",DAUTI222019,T1,106.11,11.39,0.19,2019/05/16,100,100,80.5,53.77,55,43,Xấu,"RGB(255,126,0)",44,44,6.89,0.028,0.02,0.017,0.018,0.033,0.017,0.016,0.008,0.004,0.025,0.003,0,0.001,5.473,"25",10.19,24.572,15.837,0.655,0.425,0.62,0.4,2800,"0",0,56.95,16.23
"1945",DAUTI222019,T1,106.11,11.39,0.19,2019/06/01,100,100,92.69,66.69,55,62,Trung bình,"RGB(255,255,0)",58,56,6.9,0.02,0.012,0.01,0.012,0.027,0.012,0.017,0.004,0.001,0.012,0.006,0,0.001,5.663,"25",6.862,18.776,14.295,0.263,0.138,0.3,0.256,5900,"0",0,35.12,15.21
"1946",DAUTI222019,T1,106.11,11.39,0.43,2019/06/15,100,68.13,85.52,52.14,55,30,Xấu,"RGB(255,126,0)",31,31,6.91,0.029,0.021,0.019,0.018,0.035,0.017,0.016,0.005,0.008,0.024,0.004,0,0.001,5.478,"25",7.769,18.555,13.948,0.959,0.838,0.61,0.9,3800,"0",0,15.21,12.21
"1947",DAUTI232019,T2,106.08,11.31,0.43,2019/03/04,100,100,87.92,55.03,55,48,Xấu,"RGB(255,126,0)",48,48,6.66,0.022,0.015,0.013,0.015,0.026,0.013,0.015,0.005,0.002,0.017,0.005,0,0.001,5.078,"25",7.724,17.401,12.984,1.533,0.194,0.419,0.311,5200,"0",0,39.21,16.2
"1948",DAUTI232019,T2,106.08,11.31,0.43,2019/03/20,100,100,81.05,49.47,55,40,Xấu,"RGB(255,126,0)",42,42,7.02,0.026,0.018,0.015,0.017,0.031,0.016,0.015,0.008,0.003,0.024,0.001,0,0.001,5.025,"25",10.39,27.015,15.936,1.218,0.326,0.61,0.42,1400,"0",0,39.21,16.2
"1949",DAUTI232019,T2,106.08,11.31,0.43,2019/04/03,100,100,79.97,48.58,55,39,Xấu,"RGB(255,126,0)",40,41,6.35,0.023,0.015,0.012,0.013,0.031,0.014,0.015,0.009,0.003,0.016,0.003,0,0.001,4.85,"25",11.62,23.738,14.641,1.24,0.3,0.4,0.56,2800,"0",0,63.21,15.14
"1950",DAUTI232019,T2,106.08,11.31,0.43,2019/04/16,100,68.13,59.91,47.99,55,20,Kém,"RGB(255,0,0)",20,21,6.4,0.065,0.059,0.055,0.056,0.049,0.039,0.013,0.009,0.02,0.086,0.002,0,0.001,4.225,"25",11.83,23.903,13.755,0.94,1.975,2.15,0.51,2200,"0",0,6.14,14.4
"1951",DAUTI232019,T2,106.08,11.31,0.43,2019/05/06,100,68.13,70.19,30.66,55,15,Kém,"RGB(255,0,0)",18,20,6.09,0.053,0.045,0.005,0.003,0.12,0.032,0.016,0.081,0.006,0,0.003,0,0.001,5.198,"25",83.76,166.84,60.276,2.12,0.62,0.12,1.4,2800,"0",4.2,9.68,1.374
"1952",DAUTI232019,T2,106.08,11.31,0.43,2019/05/16,100,100,73.47,46.57,55,34,Xấu,"RGB(255,126,0)",36,37,6.8,0.026,0.02,0.015,0.018,0.03,0.016,0.013,0.012,0.002,0.026,0.001,0,0.001,4.25,"25",14.13,25.323,14.24,1.363,0.175,0.64,0.51,1200,"0",0,9.25,2.12
"1953",DAUTI232019,T2,106.08,11.31,0.43,2019/06/01,100,100,86.45,56.96,55,49,Xấu,"RGB(255,126,0)",49,48,6.62,0.023,0.016,0.013,0.016,0.026,0.014,0.015,0.006,0.002,0.017,0.007,0,0.001,4.88,"25",8.785,19.512,13.353,1.8,0.15,0.42,0.2,6900,"0",0,2.58,26.12
"1954",DAUTI232019,T2,106.08,11.31,0.43,2019/06/15,100,68.13,79.52,56.75,55,31,Xấu,"RGB(255,126,0)",30,30,6.6,0.032,0.024,0.021,0.022,0.036,0.019,0.015,0.008,0.007,0.031,0.002,0,0.001,5.1,"25",10.835,24.192,15.159,1.375,0.713,0.78,0.15,2100,"0",0,25.15,15.2
"1955",DAUTI242019,T3,106.09,11.24,0.43,2019/03/04,100,100,87.53,55.21,55,48,Xấu,"RGB(255,126,0)",48,48,6.52,0.015,0.008,0.005,0.006,0.025,0.009,0.014,0.007,0.001,0.007,0.001,0,0.001,4.593,"25",9.054,21.789,13.64,1.646,0.118,0.182,0.223,700,"0",0,41.25,7.21
"1956",DAUTI242019,T3,106.09,11.24,0.43,2019/03/20,100,100,84.68,50.25,55,43,Xấu,"RGB(255,126,0)",44,45,7.18,0.019,0.012,0.009,0.009,0.028,0.011,0.013,0.008,0.002,0.014,0,0,0.001,4.42,"25",10.7,26.676,14.922,1.85,0.233,0.34,0.31,100,"0",0,66.8,7.21
"1957",DAUTI242019,T3,106.09,11.24,0.43,2019/04/03,100,100,82.97,49.72,55,41,Xấu,"RGB(255,126,0)",43,43,7.01,0.023,0.016,0.012,0.014,0.03,0.014,0.015,0.008,0.003,0.017,0.004,0,0.001,4.888,"25",10.6,22.103,14.181,1.85,0.31,0.42,0.47,3500,"0",0,75.26,14.62
"1958",DAUTI242019,T3,106.09,11.24,0.26,2019/04/16,100,100,78.1,49.53,55,39,Xấu,"RGB(255,126,0)",40,41,6.14,0.026,0.019,0.015,0.018,0.029,0.016,0.014,0.009,0.001,0.024,0.004,0,0.001,4.76,"25",11.7,21.515,13.805,1.21,0.113,0.61,0.48,3500,"0",0,53.45,1.56
"1959",DAUTI242019,T3,106.09,11.24,0.26,2019/05/06,100,68.13,72.98,29.41,55,15,Kém,"RGB(255,0,0)",18,20,6.29,0.042,0.035,0.004,0.002,0.095,0.025,0.014,0.062,0.005,0,0.002,0,0.001,4.723,"25",64.95,131.127,48.305,16.82,0.51,0.12,0.82,2200,"0",4.2,8.25,0.3
"1960",DAUTI242019,T3,106.09,11.24,0.26,2019/05/16,100,100,81.16,50.33,55,41,Xấu,"RGB(255,126,0)",42,43,6.82,0.021,0.013,0.009,0.007,0.038,0.013,0.017,0.009,0.007,0.008,0.002,0,0.001,5.605,"25",11.45,28.854,17.386,1.376,0.675,0.2,0.34,1800,"0",0,64.62,22.54
"1961",DAUTI242019,T3,106.09,11.24,0.26,2019/06/01,100,100,89.61,53.7,55,48,Xấu,"RGB(255,126,0)",49,49,6.54,0.019,0.011,0.009,0.01,0.029,0.012,0.017,0.005,0.003,0.009,0.005,0,0.001,5.573,"25",7.618,19.717,14.457,0.888,0.275,0.23,0.41,5200,"0",0,26.95,14.5
"1962",DAUTI242019,T3,106.09,11.24,0.26,2019/06/15,100,100,90.37,63.06,55,57,Trung bình,"RGB(255,255,0)",54,53,6.61,0.015,0.007,0.006,0.005,0.026,0.009,0.015,0.005,0.003,0.006,0.002,0,0.001,4.953,"25",7.455,16.637,12.556,0.313,0.25,0.14,0.26,1700,"0",0,32.17,2.47
"1963",DAUTI192021,DD1,106.24,11.55,0.26,2021/03/27,100,100,76.24,46.26,55,35,Xấu,"RGB(255,126,0)",37,38,6.63,0.022,0.016,0.011,0.012,0.032,0.013,0.013,0.012,0.002,0.015,0.002,0,0.001,4.493,"25",14.25,31.771,16.637,0.77,0.21,0.38,0.84,2400,"0",0,39.78,0
"1964",DAUTI202021,DD2,106.23,11.39,0.08,2021/03/27,100,68.13,61.87,45.57,55,19,Kém,"RGB(255,0,0)",20,21,7.14,0.048,0.039,0.032,0.039,0.04,0.029,0.017,0.015,0.002,0.056,0.005,0,0.001,5.678,"25",17.46,42.904,21.924,0.99,0.19,1.4,0.3,5400,"0",0,18.46,0
"1965",DAUTI212021,DD3,106.15,11.28,0.08,2021/03/27,100,100,89.61,69.9,55,63,Trung bình,"RGB(255,255,0)",58,56,6.5,0.026,0.018,0.018,0.021,0.023,0.015,0.014,0.002,0.004,0.025,0.006,0,0.001,4.723,"25",4.04,9.962,10.106,0.86,0.38,0.63,0.1,6400,"0",0,4,0
"1966",DAUTI222021,DD4,106.05,11.31,0.08,2021/03/27,100,100,76.7,56.79,55,44,Xấu,"RGB(255,126,0)",43,43,6.98,0.021,0.013,0.007,0.007,0.037,0.013,0.016,0.013,0.003,0.01,0.001,0,0.001,5.435,"25",15.39,38.579,20.197,0.57,0.29,0.24,0.1,700,"0",0,4,0
"1967",DAUTI232021,DD5,106.3,11.26,0.08,2021/03/27,100,100,80.92,61.28,55,50,Xấu,"RGB(255,126,0)",48,47,7.01,0.023,0.015,0.011,0.012,0.033,0.014,0.016,0.009,0.003,0.012,0.006,0,0.001,5.353,"25",11.84,25.498,15.949,0.59,0.31,0.3,0.1,6400,"0",0,4,0
"1968",DAUTI242021,DD6,106.41,11.11,0.08,2021/03/27,100,100,77.5,55.3,55,43,Xấu,"RGB(255,126,0)",43,43,7.3,0.022,0.016,0.011,0.009,0.037,0.013,0.013,0.011,0.008,0.011,0.001,0,0.001,4.375,"25",13.95,30.45,16.044,0.85,0.75,0.28,0.1,1300,"0",0,6.39,0
"1969",DAUTI252021,DD7,106.31,11.04,0.08,2021/03/27,100,68.13,62.37,39.7,55,17,Kém,"RGB(255,0,0)",19,20,6.31,0.048,0.04,0.032,0.036,0.046,0.029,0.015,0.019,0.006,0.054,0.002,0,0.001,4.99,"25",21.19,51.56,23.622,1.9,0.57,1.36,0.4,2200,"0",0,29.7,0
"1970",DAUTI262021,DD8,106.42,10.96,0.47,2021/03/27,100,68.13,54.92,33.71,55,13,Kém,"RGB(255,0,0)",15,16,7.04,0.072,0.065,0.053,0.065,0.049,0.043,0.014,0.026,0.003,0.1,0.002,0,0.001,4.618,"25",28.47,72.337,29.613,4.17,0.25,2.51,0.89,2100,"0",0,11.43,0
"1971",DAUTI272021,DD9,106.59,10.92,0.47,2021/03/27,100,100,94.54,63.66,55,60,Trung bình,"RGB(255,255,0)",57,56,6.63,0.018,0.011,0.011,0.01,0.024,0.011,0.014,0.002,0.005,0.007,0.008,0,0.001,4.568,"25",4.46,10.145,9.932,0.62,0.48,0.17,0.4,8100,"0",0,22.5,0
"1972",DAUTI282021,DD10,106.44,11.5,0.47,2021/03/27,100,100,89.34,64.83,55,58,Trung bình,"RGB(255,255,0)",55,53,7.16,0.019,0.01,0.009,0.009,0.028,0.011,0.016,0.005,0.003,0.012,0.001,0,0.001,5.465,"25",7.19,20.635,14.585,0.56,0.25,0.31,0.1,1100,"0",0,4,0
"1973",CLCB012019,CLCB1,105.16,9.76,0.47,2019/03/04,100,100,88.82,64.81,55,58,Trung bình,"RGB(255,255,0)",54,53,6.97,0.018,0.009,0.007,0.007,0.03,0.011,0.019,0.005,0.001,0.01,0,0,0.001,6.243,"25",7.943,19.711,15.46,0.231,0.133,0.25,0.338,400,"0",8.8,52.32,915
"1974",CLCB012019,CLCB1,105.16,9.76,0.47,2019/03/20,100,100,89.22,63.77,55,57,Trung bình,"RGB(255,255,0)",54,53,7.04,0.02,0.011,0.009,0.011,0.028,0.012,0.018,0.005,0.001,0.008,0.007,0,0.001,5.975,"25",7.944,20.551,15.323,0.198,0.1,0.21,0.36,7200,"0",17.6,62.21,9644
"1975",CLCB012019,CLCB1,105.16,9.76,0.47,2019/04/08,100,100,89.61,67.2,55,60,Trung bình,"RGB(255,255,0)",56,54,6.98,0.02,0.012,0.01,0.006,0.037,0.012,0.017,0.005,0.01,0.006,0.003,0,0.001,5.608,"25",7.45,16.958,13.639,0.21,0.96,0.15,0.25,2800,"0",2.7,56.59,358
"1976",CLCB012019,CLCB1,105.16,9.76,0.62,2019/04/16,100,100,89.61,62.07,55,56,Trung bình,"RGB(255,255,0)",53,52,7.11,0.021,0.013,0.011,0.01,0.031,0.013,0.017,0.005,0.005,0.007,0.008,0,0.001,5.528,"25",7.62,17.077,13.557,0.31,0.51,0.17,0.31,8400,"0",15.2,84.12,512
"1977",CLCB012019,CLCB1,105.16,9.76,0.62,2019/05/16,100,100,81.95,55.18,55,45,Xấu,"RGB(255,126,0)",45,45,7.17,0.027,0.019,0.016,0.017,0.032,0.016,0.017,0.007,0.004,0.025,0.002,0,0.001,5.618,"25",9.6,21.337,15.035,1.338,0.365,0.62,0.26,1500,"0",4.6,62.15,926.8
"1978",CLCB012019,CLCB1,105.16,9.76,0.62,2019/06/06,100,100,83.67,66.6,55,56,Trung bình,"RGB(255,255,0)",52,51,6.91,0.023,0.016,0.013,0.015,0.028,0.014,0.015,0.007,0.002,0.02,0.002,0,0.001,5.065,"25",9.445,24.789,15.295,0.28,0.18,0.5,0.15,2400,"0",4.7,53.1,155.6
"1979",CLCB012019,CLCB1,105.16,9.76,0.62,2019/06/19,100,100,85.87,65.9,55,57,Trung bình,"RGB(255,255,0)",53,52,6.54,0.023,0.017,0.015,0.017,0.023,0.014,0.012,0.006,0.002,0.022,0.004,0,0.001,3.998,"25",8.145,20.156,12.233,0.15,0.21,0.56,0.2,3900,"0",3.7,43.15,684.9
"1980",CLCB022019,CLCB2,105.21,9.85,0.62,2019/03/04,100,100,93.43,64.13,55,60,Trung bình,"RGB(255,255,0)",57,55,6.34,0.02,0.012,0.01,0.012,0.025,0.012,0.016,0.004,0.002,0.011,0.006,0,0.001,5.335,"25",6.754,16.03,12.938,0.116,0.15,0.284,0.413,6200,"0",0,34.15,15.6
"1981",CLCB022019,CLCB2,105.21,9.85,0.62,2019/03/20,100,100,88.96,54.09,55,48,Xấu,"RGB(255,126,0)",48,49,7.43,0.023,0.014,0.013,0.012,0.033,0.014,0.017,0.005,0.006,0.012,0.005,0,0.001,5.608,"25",7.788,21.01,14.917,0.838,0.625,0.3,0.39,5400,"0",0.1,51.2,2.2
"1982",CLCB022019,CLCB2,105.21,9.85,0.27,2019/04/08,100,100,89.61,59.13,55,53,Trung bình,"RGB(255,255,0)",52,51,7.2,0.018,0.009,0.008,0.008,0.029,0.011,0.017,0.005,0.002,0.008,0.003,0,0.001,5.775,"25",7.36,17.745,14.139,0.62,0.24,0.21,0.3,3100,"0",2.2,68.45,35
"1983",CLCB022019,CLCB2,105.21,9.85,0.27,2019/04/16,100,100,88.12,61.16,55,54,Trung bình,"RGB(255,255,0)",52,51,7.05,0.018,0.01,0.008,0.006,0.033,0.011,0.017,0.006,0.006,0.006,0.001,0,0.001,5.625,"25",8.02,20.652,14.83,0.12,0.63,0.16,0.5,1200,"0",0.1,73.45,22.5
"1984",CLCB022019,CLCB2,105.21,9.85,0.27,2019/05/16,100,100,88.49,54.8,55,48,Xấu,"RGB(255,126,0)",49,49,7.25,0.019,0.011,0.009,0.01,0.028,0.012,0.016,0.006,0.002,0.006,0.008,0,0.001,5.263,"25",8.62,22.032,14.722,0.511,0.2,0.16,0.54,8100,"0",0.1,92.12,2.12
"1985",CLCB022019,CLCB2,105.21,9.85,0.27,2019/06/06,100,100,90,58.85,55,53,Trung bình,"RGB(255,255,0)",52,51,7.45,0.019,0.01,0.008,0.01,0.027,0.011,0.016,0.005,0.002,0.009,0.005,0,0.001,5.388,"25",7.943,18.296,13.731,0.513,0.15,0.22,0.34,5200,"0",0.1,46.57,26.12
"1986",CLCB022019,CLCB2,105.21,9.85,0.27,2019/06/19,100,100,88.49,63.13,55,56,Trung bình,"RGB(255,255,0)",53,52,6.77,0.02,0.013,0.01,0.007,0.036,0.012,0.016,0.006,0.009,0.007,0.003,0,0.001,5.21,"25",8.363,22.093,14.662,0.12,0.9,0.18,0.31,3100,"0",0,3.45,12.45
"1987",CLCB032019,CLCB3,105.05,9.8,0.27,2019/03/04,100,100,88.96,54.5,55,48,Xấu,"RGB(255,126,0)",49,49,6.7,0.022,0.014,0.012,0.014,0.027,0.013,0.017,0.005,0.001,0.012,0.008,0,0.001,5.575,"25",7.938,17.745,13.839,0.72,0.14,0.31,0.6,8100,"0",1.5,46.21,1152
"1988",CLCB032019,CLCB3,105.05,9.8,0.88,2019/03/20,100,100,88.21,54.8,55,48,Xấu,"RGB(255,126,0)",48,48,6.66,0.018,0.01,0.008,0.009,0.027,0.011,0.015,0.006,0.001,0.012,0.001,0,0.001,5.115,"25",8.62,20.764,14.101,0.535,0.138,0.29,0.54,1200,"0",17.3,39.58,152
"1989",CLCB032019,CLCB3,105.05,9.8,0.88,2019/04/08,100,100,88.23,54.49,55,48,Xấu,"RGB(255,126,0)",48,48,6.38,0.021,0.014,0.012,0.013,0.026,0.013,0.013,0.006,0.003,0.014,0.006,0,0.001,4.483,"25",8.47,21.606,13.417,0.48,0.26,0.34,0.61,6400,"0",14.8,52.32,4162
"1990",CLCB032019,CLCB3,105.05,9.8,0.88,2019/04/16,100,100,89.22,58.3,55,52,Trung bình,"RGB(255,255,0)",51,51,6.54,0.017,0.01,0.008,0.007,0.029,0.01,0.014,0.006,0.005,0.008,0.002,0,0.001,4.748,"25",8.62,20.454,13.452,0.4,0.48,0.2,0.35,1700,"0",15.6,63.25,523
"1991",CLCB032019,CLCB3,105.05,9.8,0.88,2019/05/16,100,68.13,79.78,60.62,55,33,Xấu,"RGB(255,126,0)",32,31,6.25,0.037,0.029,0.026,0.03,0.032,0.022,0.015,0.007,0.005,0.037,0.01,0,0.001,4.863,"25",9.76,22.168,14.165,0.713,0.521,0.92,0.12,9500,"0",11.9,84.23,821
"1992",CLCB032019,CLCB3,105.05,9.8,0.88,2019/06/06,100,100,83.31,66.15,55,55,Trung bình,"RGB(255,255,0)",52,50,6.96,0.027,0.019,0.016,0.018,0.033,0.016,0.017,0.006,0.004,0.026,0.001,0,0.001,5.79,"25",8.789,22.383,15.624,0.113,0.44,0.64,0.22,1100,"0",1.6,69.12,824.2
